system	code	label	synonyms
WD	Q17028486	intestinal hypomagnesemia 1	HOMG1; human disease; hypomagnesemia caused by selective magnesium malabsorption; hypomagnesemia intestinal type 1; hypomagnesemic tetany; intestinal hypomagnesemia 1; intestinal hypomagnesemia with secondary hypocalcemia; primary hypomagnesemia with secondary hypocalcemia
WD	Q2499099	thyroid function test	tests to determine the function of thyroid gland; thyroid function test
WD	Q3061771	scarlatiniform rash	scarlatiniform rash
WD	Q623668	choroid plexus papilloma	Benign brain tumor; CPP; Choroid plexus papilloma; Choroid plexus papilloma NOS (morphologic abnormality); Choroid plexus papilloma, no ICD-O subtype; Choroid plexus papilloma, no ICD-O subtype (morphologic abnormality); childhood choroid plexus papilloma; childhood papilloma of choroid plexus; choroid plexus papilloma; papilloma of the Choroid Plexus; pediatric papilloma of Choroid Plexus
WD	Q11285049	Channel catfish viral disease	CCVD; Channel catfish viral disease
WD	Q25388691	assigned male at birth	AMAB; DMAB; assigned male at birth; assignment of a male gender shortly after birth; born male; designated male at birth; male at birth
WD	Q1892153	WAGR syndrome	11p deletion syndrome; 11p partial monosomy syndrome; 11p partial monosomy syndrome (disorder); AGR triad; Chromosome 11p deletion syndrome; Del(11)(p13); Deletion 11p13; Monosomy 11p13; WAGR; WAGR Complex; WAGR syndrome; WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME; Wagr Syndrome; Wilms Tumor, Aniridia, Genitourinary Anomalies and Developmental Delay Syndrome; Wilms Tumor-Aniridia-Gonadoblastoma-Mental Retardation syndrome; Wilms tumor, Aniridia, Genitourinary anomalies, mental Retardation syndrome; Wilms tumor-Aniridia-Genitourinary Anomalies-Mental Retardation syndrome; Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome; chromosome 11p13 deletion syndrome; rare genetic syndrome in which affected children are predisposed to develop Wilms tumour
WD	Q841878	neck stiffness	neck stiffness; nuchal rigidity; stiffness of the neck
WD	Q133092139	post-rationalist cognitive therapy	post-rationalist cognitive therapy; type of constructivist cognitive therapy
WD	Q17143614	Serum sickness-like reaction	Extrahepatic Manifestation of Acute Heptaitis B; Serum sickness-like reaction
WD	Q3830222	Lenticonus	Lenticonus; congenital anomaly of eye
WD	Q8214712	Organ transplantation in Israel	Organ transplantation in Israel; legality and prevalence of the medical procedure in Israel
WD	Q860167	bicuspid aortic valve	Bicuspid aortic valve (BAV); bicuspid aortic valve; human disease
WD	Q7922586	Verrucae palmares et plantares	Palmar and plantar warts; Verrucae palmares et plantares
WD	Q12167936	chronic obstructive bronchitis	chronic obstructive bronchitis
WD	Q1423745	Kayser–Fleischer ring	KF ring; Kayser–Fleischer ring; dark ring that appears to encircle the iris of the eye
WD	Q593958	transient cerebral isolation	TIA; ischemic attack, transient; neurological dysfunction by transient ischemia; transient cerebral ischaemia; transient cerebral ischaemia NOS; transient cerebral ischemia; transient cerebral isolation; transient ischemic attack; transient ischemic attacks
WD	Q18553364	biliary tract neoplasm	Extrahepatic Bile Duct Tumor; Neoplasm of the Extrahepatic Bile Duct; Tumor of Extrahepatic Bile Duct; biliary tract benign neoplasm; biliary tract neoplasm; biliary tract neoplasms; extrahepatic bile duct neoplasm; extrahepatic bile duct neoplasm (disease); hepatobiliary neoplasm located in the biliary tract; neoplasm of extrahepatic bile duct; neoplasm of extrahepatic bile ducts; neoplasm of extrahepatic bile ducts (disorder); tumor of the extrahepatic bile duct
WD	Q902923	dermatoscopy	dermatoscopy; dermoscopy; noninvasive technique that enables microscopic examination of the skin
WD	Q27868293	sansoninto	Kampo drug; sansonin-to; sansonin-tō; sansoninto
WD	Q120175339	autistic shutdown	autistic shutdown; mechanism for self-regulation by autistic people as a response to overstimulation, where the person withdraws into themselves and doesn't react or interact with the outside world until such time as they are regulated again
WD	Q3269302	superiority complex	sense of superiority; superiority complex; the psychological state of being superior, where one looks down on those deemed inferiors
WD	Q7234377	postmodern career counselling	postmodern career counselling
WD	Q12195228	Cardiovascular drift	Cardiovascular drift; medical condition
WD	Q7074847	obesity in Austria	obesity in Austria; overview about obesity in Austria
WD	Q72000	Lemierre's syndrome	Human disease: infectious thrombophlebitis of the internal jugular vein; Lemierre syndrome; Lemierre's syndrome; acute sore throat; human necrobacillosis; postanginal sepsis
WD	Q22965443	Fowler syndrome	Cerebral proliferative glomeruloid vasculopathy; Encephaloclastic proliferative vasculopathy; Fowler syndrome; Fowler's syndrome; Hydranencephaly, Fowler Type; Hydrocephaly/Hydranencephaly Due to Cerebral Vasculopathy; PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH; Proliferative vasculopathy and hydranencephaly/hydrocephaly; human disease; proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome
WD	Q7255691	pseudovaginal perineoscrotal hypospadias	pseudovaginal perineoscrotal hypospadias
WD	Q6393663	Keratosis punctata of the palmar creases	Keratosis punctata of the palmar creases; medical condition
WD	Q4817543	Atrial enlargement	Atrial enlargement; medical condition
WD	Q758936	auditive neglect	auditive neglect
WD	Q1260022	substance abuse treatment	drug abuse rehabilitation; drug abuse treatment; drug addiction rehabilitation; drug addiction treatment; drug rehabilitation; drug treatment; processes of treatment for drug dependency; substance abuse rehabilitation; substance abuse treatment; substance use disorder treatment
WD	Q16961972	Arlt's line	Arlt's line; medical condition
WD	Q612681	anuria	anuria; anuria (context-dependent category); anuria (finding); lack of urine; oligoanuria; suppression of urinary secretion
WD	Q17056964	Maxillary lateral incisor agenesis	Maxillary lateral incisor agenesis
WD	Q30904172	foot fracture	foot fracture
WD	Q5986438	ichthyosis bullosa of Siemens	Bullous type of ichthyosis; IBS; ICHTHYOSIS BULLOSA OF SIEMENS; Ichthyosis Exfoliativa; Ichthyosis, Bullous Type; SEI; bullous type ichthyosis; ia rare keratinopathic ichthyosis characterized by the presence of superficial blisters and erosions at birth; ichthyosis bullosa of Siemens; superficial epidermolytic ichthyosis
WD	Q21117511	stiff neck	kink in one's neck; sprained neck; stiff neck
WD	Q1546517	Griesinger sign	Griesinger sign; edema of the mastoid process
WD	Q5464172	Foix–Alajouanine syndrome	Angiodysgenetic necrotizing myelopathy; Familial osteosclerosis with abnormalities of the nervous system and meninges; Foix–Alajouanine syndrome; Subacute angiohypertrophic myelomalacia; Subacute ascending necrotizing myelitis; Subacute necrotizing myelitis; medical condition
WD	Q20828841	hip  problems in spina bifida	hip  problems in spina bifida
WD	Q275419	hypotension	abnormally low blood pressure; hypotension; low blood pressure
WD	Q69886677	virtual reality exposure therapy	VR therapy; computerized CBT; treatment technique in a virtual reality environment that minimizes avoidance behavior; virtual reality exposure therapy; virtual reality therapy
WD	Q1349829	affluenza	affluenza; negative socio-psychological effects of consumerism
WD	Q4665122	abdominal mass	abdominal mass; medical condition
WD	Q3855520	pseudopyloric metaplasia	pseudopyloric metaplasia
WD	Q5151412	Comedown	Comedown; Feelings after a drug's effects are fading
WD	Q11639946	Streptococcus iniae infection	Streptococcus iniae infection; Streptococcus shiloi infection; infection in fish that may also cause disease in humans
WD	Q56014509	gallbladder neoplasm	Gallbladder Tumor; Neoplasm of Gallbladder; Neoplasm of the Gallbladder; Tumor of Gallbladder; gall bladder neoplasm (disease); gall bladder tumor; gallbladder neoplasm; gallbladder neoplasms; neoplasm (disease) that involves the gall bladder; neoplasm of gall bladder; tumor of gall bladder
WD	Q116623084	Infectious tenosynovitis	Infectious tenosynovitis
WD	Q17125239	idiopathic giant-cell myocarditis	IGCM; human disease; idiopathic giant-cell myocarditis
WD	Q2148094	atrophic rhinitis	atrophic rhinitis; pig disease
WD	Q506461	gelding	castrated horse or other equine such as a donkey or a mule; gelding
WD	Q6900535	Moniz sign	Moniz sign; medical condition
WD	Q4497846	Hippobosca bite	Hippobosca bite
WD	Q48988204	Musicogenic epilepsy	Musicogenic epilepsy; medical condition
WD	Q4112311	vitamins for diabetes	vitamins for diabetes
WD	Q3831227	Leukoedema	Leukoedema; blue, grey or white appearance of mucosae, particularly the buccal mucosa
WD	Q7834208	transfusion hemosiderosis	Transfusional hemosiderosis; medical condition; transfusion hemosiderosis
WD	Q1816730	probiotics	PBX; live microorganisms intended to provide health benefits when consumed, generally by improving or restoring the gut flora; probiotic; probiotics
WD	Q90401482	nucleus breeding	nucleus breeding
WD	Q2248721	postviral fatigue syndrome	PVFS; Post-viral fatigue syndrome; condition resulting from a viral infection; postviral fatigue syndrome
WD	Q1759415	pulse pressure	difference between the systolic and diastolic pressure readings; pulse pressure
WD	Q5166383	convergence insufficiency	Human disease; convergence insufficiency; convergence insufficiency or palsy; obsolete convergence insufficiency or palsy
WD	Q5050981	Cat-facing	Cat-facing; catfacing; fruit deformity
WD	Q4830470	axillary nerve palsy	axillary nerve palsy; medical condition
WD	Q3587680	cat breeding	breeding of house cats; cat breeding
WD	Q749342	noble rot	beneficial form of a grey fungus, Botrytis cinerea, affecting wine grapes; noble rot
WD	Q2888117	ACTH stimulation test	ACTH stimulation test; ACTH test; Medical test to assess adrenal gland function; Synacthen test; cosyntropin test; tetracosactide test
WD	Q85767157	homeoprophylaxis	homeoprophylaxis; use of homeopathy as a preventive medicine against infectious diseases
WD	Q1711733	Salter–Harris fracture	Salter-Harris fracture; Salter–Harris fracture; fracture that involves the epiphyseal plate or growth plate of a bone
WD	Q25053730	The Mood and Feelings Questionnaire	The Mood and Feelings Questionnaire; survey that measures depressive symptoms in children and young adults
WD	Q15443105	autosomal dominant polycystic kidney disease	Congenital biliary ectasias; PCK - Polycystic kidney disease; POLYCYSTIC KIDNEY AND HEPATIC DISEASE 1; Polycystic kidney; Polycystic kidney disease NOS; Polycystic kidney disease NOS (disorder); Polycystic kidney, unspecified type; autosomal dominant polycystic kidney disease; congenital disorder of urinary system
WD	Q143504	dental plaque	biofilm of microorganisms that grows on surfaces within the mouth; dental plaque; plaque
WD	Q639842	brain mapping	brain mapping; functional brain mapping; imaging techniques used to colocalize sites of brain functions or physiological activity with brain structures
WD	Q91876334	exercise-induced hematuria	exercise-induced hematuria
WD	Q84955420	FGFR2-related bent bone dysplasia	FGFR2-related bent bone dysplasia; Perinatal lethal bent bone dysplasia
WD	Q4955770	Brain Imaging Centre	Brain Imaging Centre
WD	Q48997936	white plague	coral disease; white plague
WD	Q7029952	Nicolau–Balus syndrome	Nicolau–Balus syndrome; medical condition
WD	Q6553537	Linear verrucous epidermal nevus	Linear verrucous epidermal nevus; medical condition
WD	Q6995238	nephrotomy	nephrotomy; surgical incision into the kidney
WD	Q25326834	Lect2 amyloidosis	ALECT2 amyloidosis; Lect2 amyloidosis; Leukocyte chemotactic factor-2 amyloidosis; human disease
WD	Q776026	biotinidase deficiency	BTD deficiency; biotinidase deficiency; deficiency of biotinidase; deficiency of biotinidase (disorder); juvenile-onset multiple carboxylase deficiency; late-onset multiple carboxylase deficiency; multiple carboxylase deficiency that involves a deficiency in biotinidase; multiple carboxylase deficiency, juvenile-onset; multiple carboxylase deficiency, late-onset
WD	Q5554678	Getting the wind knocked out of you	Getting the wind knocked out of you; Idiom; winded
WD	Q97572182	Fusarium yellows	Fusarium wilt; Fusarium yellows; plant disease
WD	Q1072420	primary biliary cholangitis	Liver Cirrhosis, Biliary; PBC; Primary biliary cholangitis; Primary biliary cirrhosis; biliary liver cirrhosis; bpc; cholestatic cirrhosis; chronic nonsuppurative destructive cholangitis; liver cirrhosis characterized by chronic and slow progressive destruction of intrahepatic bile ducts; primary biliary cholangitis; primary biliary cirrhosis
WD	Q2597715	xanthochromism	unusually yellow pigmentation in an animal; xanthism; xanthochroism; xanthochromism
WD	Q201299	hairy cell leukemia	Classic hairy cell leukemia; HCL; HCL-C; Hairy cell leukemia; Leukemic reticuloendotheliosis; chronic lymphocytic leukemia that is characterized by over-production of B cells by bone marrow; classical HCL; hairy cell leukemia
WD	Q18553734	myeloid neoplasm	Myeloid Malignancy; Myeloid Neoplasm; Myeloid Tumor; a bone marrow cancer that is formed of any one of the bone marrow cells belonging to the granulocytic (neutrophil, eosinophil, basophil), monocytic/macrophage, erythroid, megakaryocytic and mast cell lineages.; myeloid neoplasm; myeloma
WD	Q5201216	cysticercosis cutis	Cysticercosis of skin; cysticercosis cutis; medical condition
WD	Q7546043	Smoking age	Smoking age; minimum age to purchase or use tobacco products
WD	Q7902660	Uterine tachysystole	Hypertonic uterine dysfunction; Uterine tachysystole; medical condition during pregnancy
WD	Q1584948	vocal cord granuloma	disease; vocal cord granuloma
WD	Q22965584	spondyloepiphyseal dysplasia tarda	Autosomal dominant spondyloepiphyseal dysplasia tarda; SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, AUTOSOMAL DOMINANT; X-linked spondyloepiphyseal dysplasia tarda; spondyloepimetaphyseal dysplasia that is characterized by impaired growth of bones of the spine and the ends of long bones in the arms and legs and has material basis in mutation in the SEDL gene on chromosome Xp22; spondyloepiphyseal dysplasia tarda
WD	Q881480	anomalous left coronary artery from the pulmonary artery	ALCAPA; Bland White Garland Syndrome; Bland-White-Garland syndrome; White-Garland syndrome; anomalous left coronary artery from the pulmonary artery; coronary artery anomaly in which the left coronary artery (LCA) branches off the pulmonary artery instead of the aortic sinus
WD	Q2555537	Lacunar amnesia	AMNESIA LACUNAR; Lacunar amnesia; patchy amnesia
WD	Q119573587	trauma in the Russian invasion of Ukraine	trauma in the Russian invasion of Ukraine
WD	Q6947909	myoclonic astatic epilepsy	Doose syndrome; Epilepsy with myoclonic-atonic seizure; MAE; Myoclonic-astatic epilepsy; epilepsy with myoclonic-atonic seizures; generalised idiopathic epilepsy; myoclonic astatic epilepsy; myoclonic atonic epilepsy; myoclonic-astatic epilepsy in early childhood; myoclonic-atonic epilepsy
WD	Q7636192	sulfatidosis	medical condition characterized by the intralysosomal accumulation of sulfur-containing lipids; sulfatidosis
WD	Q2002218	Nothnagel's syndrome	Nothnagel's syndrome
WD	Q1763297	Stanford–Binet Intelligence Scales	Stanford–Binet Intelligence Scales; an individually administered intelligence test that was revised from the original Binet–Simon Scale
WD	Q4750997	Anal dysplasia	Anal dysplasia; anal intraepithelial neoplasia; pre-cancerous condition of the anal canal
WD	Q2088314	bladder lavage	Bladder Irrigation; bladder lavage
WD	Q10295820	Idiopathic hypoglycemia	Idiopathic hypoglycemia; medical condition
WD	Q16798847	Tubulocystic renal cell carcinoma	Tubulocystic Renal Cell Cancer; Tubulocystic renal cell carcinoma; medical condition; tubulocystic renal cell carcinoma
WD	Q6516936	left atrial enlargement	left atrial enlargement; medical condition
WD	Q18467212	Infantile tuberculosis	Infantile tuberculosis; childhood tuberculosis; pediatric tuberculosis
WD	Q4817889	attachment-based psychotherapy	attachment-based psychotherapy; psychoanalytic psychotherapy based on attachment theory
WD	Q18557186	mature teratoma of the ovary	Human disease; Mature Ovarian Teratoma; Mature Teratoma of the Ovary; Mature teratoma of Ovary; mature teratoma of the ovary; ovary mature teratoma
WD	Q183392	rickets	active rickets; human disease; rachitis; rickets; vitamin D hydroxylation-deficient rickets; vitamin D-dependent rickets
WD	Q5264825	desmoplasia	desmoplasia; desmoplastic reaction; growth of fibrous or connective tissue
WD	Q30242815	dacryoscintigraphy	Nuclear medicine imaging procedure, of the eye's lacrimal ducts; dacryoscintigraphy; lacrimal scintigraphy; lacrimal scintillography; microscintigraphy; nuclear dacryocystogram; nuclear lacrimal scan
WD	Q2088999	Phowa	Phowa; religious practice
WD	Q7623545	Striae atrophicans	Striae atrophicae; Striae atrophicans; medical condition
WD	Q11903410	proventriculitis in broilers	proventriculitis in broilers
WD	Q25098595	lid lag	condition of the human eye; lid lag
WD	Q12425721	bacterial blight of lilac	bacterial blight of lilac
WD	Q27811349	keihito	Kampo drug; keihi-to; keihi-tō; keihito
WD	Q7062535	Notching of the ribs	Notching of the ribs; radiologic sign
WD	Q2266838	sole ulcer	hoof lesion in cattle and horses; sole ulcer
WD	Q2868696	pain agnosia	agnosia that is a loss of the ability to perceive and process pain; analgesia; pain agnosia
WD	Q556014	existential therapy	existential psychotherapy; existential therapy; form of psychotherapy
WD	Q1097028	spondylosis	Dorsal spondylosis without myelopathy; Lumbar spondylosis with myelopathy; Lumbar spondylosis with myelopathy (disorder); Spondylogenic compression of cervical spinal cord; Spondylogenic compression of lumbar spinal cord; Spondylogenic compression of thoracic spinal cord; Spondylosis with myelopathy (disorder); Thoracic or lumbar spondylosis with myelopathy; Thoracic spondylosis without myelopathy; Thoracic spondylosis without myelopathy (disorder); cervical spondylosis with myelopathy; cervical spondylosis with myelopathy (disorder); cervical spondylosis without myelopathy; cervical spondylosis without myelopathy (disorder); degenerative osteoarthritis of the joints between the center of the spinal vertebrae and/or neural foramina; lumbosacral spondylosis without myelopathy; spondylosis; spondylosis and allied disorder; spondylosis with myelopathy
WD	Q18967616	ascorbic acid deficiency	Ascorbic acid (vitamin C) deficiency; Ascorbic acid defic.; Ascorbic acid deficiency; Ascorbic acid deficiency (disorder); ascorbic acid deficiency; deficiency of ascorbic acid (disorder); deficiency of vitamin C; human disease; obsolete ascorbic acid deficiency; vitamin C deficiency
WD	Q48998272	dyserythropoiesis	dyserythropoiesis; medical condition
WD	Q1997867	hypothymia	abnormality of mood resembling depression; hypothymia
WD	Q6901315	monoamniotic twins	identical twins that share the same amniotic sac within their mother’s uterus; monoamniotic twins
WD	Q136412882	induced dilation in childbirth	induced dilation in childbirth; induction of labor; medical procedure
WD	Q7161811	pelvic neoplasm	neoplasm of pelvis (disorder); pelvic neoplasm; pelvic neoplasms; pelvic tumor; pelvis neoplasm; tumors or cancer of the pelvic region
WD	Q974691	epidermodysplasia verruciformis	EPIDERMODYSPLASIA VERRUCIFORMIS; EV; Ever; Grootitus; Human disease; Lewandowsky-Lutz Dysplasia; Lewandowsky-Lutz syndrome; Lutz-Lewandowsky epidermodysplasia verruciformis; epidermodysplasia verruciformis; tree man disease; tree man syndrome; treeman disease; treeman syndrome
WD	Q504790	nephrotic syndrome	Human disease; nefrotický syndrom; nephrosis; nephrotic syndrome; nephrotic syndromes
WD	Q605259	hyperkalemia	Blood potassium increased; elevated level of potassium (K+) in the blood serum.; hyperkalemia
WD	Q7633608	Sudden wealth syndrome	Sudden wealth syndrome; medical condition
WD	Q5656856	Nairobi disease	Disease, Nairobi Sheep; Nairobi disease; Nairobi sheep disease; Nairobi sheep virus disease (disorder); Nairobi sheep virus gastroenteritis; Sheep Disease, Nairobi; arbovirus infection of sheep and goats transmitted by ticks, characterized by high fever and hemorrhagic gastroenteritis; obsolete Nairobi sheep disease
WD	Q6482011	laminotomy	laminotomy; surgical procedure
WD	Q6839441	Microdamage in bone	Microdamage in bone; medical condition of the bones
WD	Q2112703	prolapse	prolaps; prolapse; protrusion of an organ in into a natural or artificial orifice
WD	Q12078717	otoantritis	otoantritis
WD	Q2121869	quadrantanopia	medical condition; quadrant hemianopsia; quadrantanopia; quadrantanopsia
WD	Q850273	East Asian age reckoning	East Asian age reckoning; type of age expression method in East Asia
WD	Q2982723	collapse therapy	collapse therapy; surgical treatment of pulmonary tuberculosis in which the lung is totally or partially, temporarily or permanently, immobilized
WD	Q6152019	bladder injury	bladder injury; bladder trauma
WD	Q5384517	equinophobia	equinophobia; hippophobia; psychological fear of horses
WD	Q586009	malignant Sertoli-Leydig cell tumor	Human disease; Sertoli-Leydig cell tumour; Sertoli-leydig cell tumor, malignant; malignant Sertoli-Leydig cell tumor; obsolete malignant Sertoli-Leydig cell tumor
WD	Q12761940	affective seizure	affective seizure; emotional seizure
WD	Q601037	canine distemper	Canine Distemper; Canine Distempers; Canine distemper; Distemper; Distemper, Canine; Distempers; Distempers, Canine; canine distemper; dog disease; obsolete canine distemper
WD	Q25324292	Linburg–Comstock syndrome	Linburg–Comstock syndrome; Linburg–Comstock variation; medical condition
WD	Q122811270	recurrent caries	recurrent caries
WD	Q3281253	Charcot-Marie-Tooth disease type 1	Autosomal dominant demyelinating Charcot-Marie-Tooth disease; CMT1; Charcot-Marie-Tooth disease characterized by demyelination of the peripheral nerve axons; Charcot-Marie-Tooth disease type 1; Charcot-Marie-Tooth neuropathy type 1; hereditary motor and sensory neuropathy type 1
WD	Q1142958	elbow osteoarthritis	elbow osteoarthritis
WD	Q2374724	Sympathicotonia	Sympathicotonia
WD	Q7259470	pulling boat hands	pulling boat hands
WD	Q147362	ovarian cyst	fluid-filled sac in the ovary; ovarian cyst
WD	Q695812	ovine pulmonary adenocarcinoma	Adenomatoses, Ovine Pulmonary; Adenomatoses, Pulmonary Ovine; Adenomatosis, Ovine Pulmonary; Adenomatosis, Pulmonary Ovine; Adenomatosis, Pulmonary, Ovine; Carcinoma, Ovine Pulmonary; Carcinomas, Ovine Pulmonary; Jaagsiekte; Jaagziekte (disorder); Ovine Adenomatoses, Pulmonary; Ovine Adenomatosis, Pulmonary; Ovine Pulmonary Adenomatoses; Ovine Pulmonary Carcinoma; Ovine Pulmonary Carcinomas; Pulmonary Adenomatoses, Ovine; Pulmonary Carcinoma, Ovine; Pulmonary Carcinomas, Ovine; Pulmonary Ovine Adenomatoses; Pulmonary Ovine Adenomatosis; Tumor Virus Infections; animal disease; obsolete ovine pulmonary adenomatosis; ovine lung adenocarcinoma; ovine pulmonary adenocarcinoma; ovine pulmonary adenomatosis; pulmonary adenomatosis; pulmonary adenomatosis (morphologic abnormality); sheep lung adenocarcinoma
WD	Q391744	hemodialysis	UHD; dialysis; dialyzer; first and best machine made by human to purify blood.; haemodialysis; help for human; hemodialysis; medical procedure for purifying blood
WD	Q906264	phthisis bulbi	Blind hypotensive eye (disorder); blind hypotensive eye; human disease; phthisis bulbi
WD	Q5375191	dental enamel hypoplasia	Enamel Hypoplasia; Enamel hypoplasia (disorder); Human disease; dental enamel hypoplasia
WD	Q16911457	Interpleural block	Interpleural block; medical procedure
WD	Q3519101	drug checking	drug checking; drug testing; pill testing; service allowing drug users to find out the content and purity of substances that they intend to consume.
WD	Q122443110	Pacific Oyster Mortality Syndrome	POMS; Pacific Oyster Mortality Syndrome; syndrome
WD	Q55373613	cleft palate-lateral synechia syndrome	CPLS syndrome; Cleft Palate-Lateral Synechia Syndrome; Cleft palate lateral synechia syndrome; cleft palate-lateral synechia syndrome; physical disorder that is characterized by fusion of maxilla and mandible with autosomal dominant inheritance; syngnathia
WD	Q106628525	Nummular headache	Nummular headache; illness
WD	Q55783393	wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	CORTICAL DEFECTS, WORMIAN BONES, AND DENTINOGENESIS IMPERFECTA; Cortical defects wormian bones and dentinogenesis imperfecta; Suarez-Stickler syndrome; Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia syndrome; medical condition; wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia
WD	Q617715	bust/waist/hip measurements	3 size; BWH; bust/waist/hip measurements; measures; numbers typically used to represent body shapes, as for fitting clothing; three size
WD	Q21119304	liver necrosis	hepatic necrosis; liver necrosis; symptom
WD	Q3616643	Anetoderma	Anetoderma; Primary anetoderma is a rare skin disease characterized by loss of elastin tissue resulting in localized areas of flaccid skin in the absence of a secondary cause; Primary macular atrophy
WD	Q3543909	2012 Czech Republic methanol poisonings	2012 Czech Republic methanol poisonings
WD	Q3886243	delayed pressure urticaria	delayed pressure urticaria; medical condition
WD	Q917620	onychomycosis	fungal infection of the nail; obsolete onychomycosis; onychomycosis; tinea unguium
WD	Q1456383	situs inversus	Complete transposition; Laterality sequence; complete transposition (morphologic abnormality); congenital condition in which the major visceral organs are reversed from their normal positions; laterality sequence (disorder); situs inversus; situs inversus viscerum; situs inversus viscerum (disorder); situs oppositus; situs transversus
WD	Q1744319	audio therapy	audio therapy; clinical use of recorded sound
WD	Q120708755	Raymond syndrome	Hemiplegia alternans abducens; Raymond Syndrome; Raymond syndrome
WD	Q55783623	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	SMD-CRD; SMDCRD; SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; Spondylometaphyseal dysplasia with cone-rod dystrophy; medical condition; spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
WD	Q1152737	piquerism	piquerism; sexual interest in penetrating another person's skin
WD	Q3052614	nosophobia	Fear of disease; nosophobia; specific phobia that involves an irrational fear of contracting a disease
WD	Q7226604	Polymorphous low-grade adenocarcinoma	Polymorphous low-grade adenocarcinoma; medical condition
WD	Q25324230	pancreatic cyst	medical condition; pancreatic cyst
WD	Q957217	hypopnea	hypopnea; overly shallow breathing or an abnormally low respiratory rate
WD	Q3281225	fungal disease of plants	disease of plants caused by fungi; fungal disease of plants; fungal plant disease; plant fungal disease
WD	Q19867287	World Trade Center lung	World Trade Center lung
WD	Q18966766	Pneumocystis infectious disease	Infection by Pneumocystis carinii (disorder); Pneumocystis Infections; Pneumocystis infection; Pneumocystis infectious disease; human disease; infections, Pneumocystis; obsolete Pneumocystis infectious disease
WD	Q9845798	Chondrolysis	Chondrolysis; process of breakdown of cartilage
WD	Q23922194	Fascia iliaca block	Fascia iliaca block; regional anesthesia technique
WD	Q5141234	cognitive processing therapy	CPT; cognitive processing therapy; psychotherapeutic approach
WD	Q209733	chronic fatigue syndrome	CFIDS; CFS; Fatigue Syndrome, Chronic; ME; ME/CFS; Myalgic encephalitis; Myalgic encephalomyelitis; Myalgic encephalomyelitis/chronic fatigue syndrome; PVFS; Postviral fatigue syndrome; Postviral fatigue syndrome (disorder); SEID; chronic fatigue syndrome; epidemic neuromyasthenia; medical condition involving extreme fatigue and a wide range of other symptoms; systemic exertion intolerance disease
WD	Q7205984	pneumatocele	a cavity in the lung parenchyma; pneumatocele
WD	Q16993390	Velvet blight	Plant disease affecting tea plants; Velvet blight
WD	Q1632552	hyperostosis	bone hypertrophy; human disease; hyperostosis; hypertrophy of bone; hypertrophy of bone (disorder); hypertrophy of bone (morphologic abnormality)
WD	Q1535461	golden shot	drug overdose death; golden shot; term for a drug overdose that results in death
WD	Q533734	diathermy	diathermy; use of high-frequency electromagnetic currents as a form of physical therapy and in surgical procedures
WD	Q5436054	Farnsworth Lantern Test	FALANT; Farnsworth Lantern Test; Lantern test after Farnsworth; test procedure of color vision of a person
WD	Q5160411	Congenital cartilaginous rest of the neck	Cervical auricle; Congenital cartilaginous rest of the neck; medical condition
WD	Q120491851	donislecel	Lantidra; cellular therapy medication; donislecel
WD	Q21702423	X-ray therapy	X-ray therapy; medical treatment involving the use of controlled doses of X-rays
WD	Q216866	conjoined twins	Siamese twins; conjoined twins; twins physically joined in utero
WD	Q7457844	veterinary severe combined immunodeficiency	variation in nonhumans; veterinary severe combined immunodeficiency
WD	Q5175170	costochondritis	chest wall pain syndrome; costalchondritis; costochondral junction syndrome; costochondritis; costochondritis NOS; costosternal syndrome; human disease
WD	Q5593572	Gram-negative rosacea	Gram-negative rosacea; medical condition
WD	Q6069638	Iridoplegia	Iridoplegia; medical condition of the eye; paralysis of iris
WD	Q5603557	Green nail syndrome	Green nail syndrome; chloronychia; medical condition
WD	Q55613176	HHV-8-associated MCD	HHV-8-associated MCD; disease subtype
WD	Q3508679	Muenke syndrome	FGFR3-related craniosynostosis; MNKES; MUENKE SYNDROME; Muenke Nonsyndromic Coronal Craniosynostosis; Muenke Syndrome; Muenke syndrome; Syndrome of coronal craniosynostosis; human disease
WD	Q3048964	antabuse effect	Antabuse-like effects; Disulfiram-alcohol reaction; antabuse effect; disulfiram like reaction; group of medical symptoms
WD	Q871719	HIV/AIDS in China	AIDS epidemic in China; AIDS in China; China AIDS epidemic; China HIV/AIDS epidemic; HIV & AIDS in China; HIV and AIDS in China; HIV in China; HIV/AIDS in China
