system	code	label	synonyms
WD	Q16722077	embolalia	embolalia; embolophrasia
WD	Q55636535	Unicentric Castleman disease	Localized Angiofollicular Lymphoid Hyperplasia; Localized Castleman Disease; Localized Castleman disease (LCD) is the most common form of Castleman disease (CD; see this term) and it is usually asymptomatic or it may present with enlarged lymph nodes. LCD may be cured by surgical resection.; Unicentric Castleman disease; localized Castleman disease
WD	Q6534949	levator ani syndrome	Levator ani spasm syndrome; anorectal spasm; levator ani syndrome; medical condition; painful spasm of anus; paroxysmal proctalgia; proctalgia fugax; psychogenic anal spasm
WD	Q11074137	chronic prostatitis	chronic prostatitis; human disease
WD	Q6808825	Megarectum	Megarectum; medical condition
WD	Q523893	ichthyosis	ichthyoses; ichthyosis; ichthyosis follicularis; ichthyotic scaling; non-syndromic ichthyosis; skin disease in which dry, scaly skin accumulates
WD	Q8072143	Zimmermann–Laband syndrome	Gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome; Laband syndrome; Laband-Zimmermann syndrome; ZIMMERMANN-LABAND SYNDROME 1; ZLS; ZLS1; Zimmermann-Laband Syndrome type 1; Zimmermann–Laband syndrome; rare disorder characterized by gingival fibromatosis, coarse facial appearance, and absence or hypoplasia of nails or terminal phalanges of hands and feet
WD	Q16937724	Mouth and genital ulcers with inflamed cartilage syndrome	MAGIC syndrome; MAGIC-Syndrome; Mouth and genital ulcers with inflamed cartilage; Mouth and genital ulcers with inflamed cartilage syndrome; human disease
WD	Q5526795	gastric volvulus	gastric volvulus; medical condition
WD	Q3410133	early onset deficitary psychosis	disease category in French classification for child and adolescent mental disorders; early onset deficitary psychosis; mental retardation with autism or psychotic disorders
WD	Q136399208	gray blight disease	GBD; gray blight disease; zonate leaf spot
WD	Q3587678	Horse breeding in Italy	Horse breeding in Italy
WD	Q689985	lipoma	LIPOMATOSIS, FAMILIAL 7LTIPLE; LIPOMATOSIS, FAMILIAL MULTIPLE; Lipomatous neoplasm; Lipomatous neoplasm (morphologic abnormality); Lipomatous tumor; benign lipomatous tumor; benign tumor made of fat tissue; benign tumor of Adipose tissue; lipoma; multiple lipomatosis; tumor of adipose tissue; tumor of adipose tissue (disorder)
WD	Q1471410	placenta praevia	Placenta Praevia; placenta disease that is characterized by placenta attachment to the uterine wall close to or covering the cervix; placenta praevia
WD	Q22907423	Obesity in Adolescence	Obesity in Adolescence
WD	Q2286523	Flax dressers disease	Flax dressers disease
WD	Q2922271	miliaria rubra	Human disease; Prickly heat; Prickly heat (disorder); Prickly heat - miliaria; Prickly heat NOS (disorder); Sudamina; miliaria rubra
WD	Q111024595	lip  blister	lip  blister
WD	Q18557126	ovarian mucinous neoplasm	Human disease; Mucinous Neoplasm of Ovary; Mucinous Neoplasm of the Ovary; Mucinous Tumor of the Ovary; Ovarian Mucinous Neoplasm; Ovarian mucinous tumor; malignant ovarian mucinous neoplasm; mucinous tumor of Ovary; ovarian mucinous neoplasm
WD	Q18975915	head and neck neoplasms	Head and Neck Neoplasm; Head and Neck Neoplasm (Excluding Central Nervous System); Head and Neck Tumor; Neoplasm of Head and Neck; Neoplasm of the Head and Neck; Tumor of Head and Neck; Tumor of the Head and Neck; craniocervical region neoplasm (disease); craniocervical region tumor; head and neck neoplasm; head and neck neoplasms; head neoplasm; head neoplasms; human disease; neck neoplasms; neoplasm of craniocervical region; neoplasm of head (disorder); neoplasm of the head; obsolete head neoplasm; tumor of craniocervical region
WD	Q623031	liver cancer	Rare tumor of liver and IBT; Resectable malignant neoplasm of Liver; ca liver - primary; hepatic cancer; hepatic neoplasm; human disease; liver cancer; malignant hepato-biliary neoplasm; malignant neoplasm of liver; malignant neoplasm of liver (disorder); malignant neoplasm of liver, not specified as primary or secondary; malignant neoplasm of liver, primary; malignant tumor of liver; malignant tumor of liver (disorder); neoplasm of liver; non-resectable primary hepatic malignant neoplasm; primary liver cancer; primary malignant neoplasm of Liver; resectable malignant neoplasm of the liver
WD	Q484631	imperforate anus	ANUS, IMPERFORATE; Congenital atresia of anus; Congenital atresia of anus (disorder) [Ambiguous]; Congenital or infantile occlusion of anus; Imperforate anus; Imperforate anus (disorder); Imperforate anus NOS (disorder); anal atresia; anal atresia (disorder); anus, imperforate; congenital disorder of digestive system; imperforate anus
WD	Q6931144	Mucinous nevus	Mucinous nevus; medical condition
WD	Q18451259	Calf diarrhea	Calf diarrhea
WD	Q29014976	Thomas syndrome	Potter sequence-cleft lip/palate-cardiopathy syndrome; Thomas syndrome; Thomas syndrome is characterised by renal anomalies, cardiac malformations and cleft lip or palate. It has been described in six patients. Transmission was suggested to be autosomal recessive.
WD	Q617079	calculus	calculi; calculus; concretion of material, usually mineral salts, that forms in an organ or duct of the body; stone; stones
WD	Q2182344	Delusional disorder, somatic type	Delusional disorder, somatic type
WD	Q550141	sleeve gastrectomy	gastric sleeve surgery; sleeve gastrectomy; surgical weight-loss procedure involving reduction of stomach size
WD	Q55789653	benign neoplasm of anus	Benign Anal Neoplasm; Benign Anal Tumor; Benign Neoplasm of the Anus; Benign Tumor of Anus; Benign Tumor of the Anus; anus benign neoplasm; benign neoplasm of anus; benign neoplasm that involves the anus
WD	Q1641166	hyperviscosity syndrome	hyperviscosity syndrome; medical condition
WD	Q2308009	Hereditary spastic paraplegia type 11	Hereditary spastic paraplegia type 11
WD	Q830270	Isosthenuria	Isosthenuria
WD	Q2825480	colorectal adenoma	Adenomatous Polyps; adenomatous polyps; colorectal adenoma; human disease
WD	Q17154003	ABO-incompatible transplantation	ABO-incompatible transplantation; method of allocation
WD	Q27730847	Gallbladder-Warming Decoction	Gallbladder-Warming Decoction; Kampo drug; chikujo-untan-tō
WD	Q3682563	acute cholecystitis	Cholecystitis, Acute; acute cholecystitis
WD	Q3299714	normocytic anemia	ANEMIA NORMOCYTIC; Human disease; Normocytic anemia; normocytic anemia
WD	Q113245042	medication induced tremor	drug induced tremor; medication induced tremor
WD	Q11811135	paragnomen	paragnomen
WD	Q653078	Whipple disease	Human disease; Intestinal lipophagic granulomatosis; Secondary non-tropical sprue; Whipple disease; Whipple's disease; Whipple's disease (disorder); intestinal lipodystrophy
WD	Q3526279	sore nipples	nipple pain; sore nipples; thelalgia
WD	Q205835	snoring	involuntary, vibratory noises made while sleeping; snoring; zzz
WD	Q1076369	cytokine storm	CSS; cytokine storm; cytokine storm syndrome; hypercytokinemia; potentially fatal immune reaction
WD	Q128003835	Pugese	Pugese; dog crossbreed
WD	Q29019704	abnormal facial shape	abnormal facial shape; abnormal morphology (form) of the face or its components; dysmorphic facies
WD	Q708143	arthrodesis	arthrodesis; surgical immobilization of a diseased joint, to relieve pain when mobility can't be saved
WD	Q944108	animal phobia	Fear of animals; Fear of animals (finding); Zoophobia; Zoophobia (finding); animal phobia; specific phobia that involves a fear caused by the presence or thought of a specific animal that poses little or no danger at all
WD	Q17133302	Yim–Ebbin syndrome	ACLH; Amelia, cleft lip, and holoprosencephaly; BRACHIAL AMELIA, CLEFT LIP, AND HOLOPROSENCEPHALY; Brachial Amelia, Forebrain Defects, and Facial Clefts; Brachial amelia, cleft lip, and holoprosencephaly; Yim–Ebbin syndrome; disease
WD	Q3791943	communicating hydrocephalus	Non-Obstructive Hydrocephalus; abnormal accumulation of cerebrospinal fluid within the ventricles of the brain that occurs as a consequence of impaired cerebrospinal fluid reabsorption by the arachnoid granulations; communicating hydrocephalus
WD	Q2050795	papillary tumors of the pineal region	PTPR; papillary tumor of the pineal region; papillary tumors of the pineal region; type of brain tumor
WD	Q55782612	spastic paraparesis-deafness syndrome	SPASTIC PARAPARESIS AND DEAFNESS; Spastic paraparesis-deafness syndrome is a chronic neurodegenerative disorder characterised by spastic paraparesis (beginning at about 10 years of age) and hearing deficits; Wells-Jankovic syndrome; spastic paraparesis-deafness syndrome
WD	Q7180790	Pharmacological gene therapy	Pharmacological gene therapy
WD	Q96693925	Post-Treatment Lyme Disease	Lyme disease symptoms persisting after treatment; PTLD; Post-Treatment Lyme Disease; post-treatment Lyme disease syndrome
WD	Q237232	bronchoscopy	bronchoscopy; procedure allowing a physician to look at a patient's airways through a thin viewing instrument called a bronchoscope
WD	Q1128527	locoism	central nervous system disorder of animals; locoism; locoweed poisoning
WD	Q9610405	multicystic intraosseous ameloblastoma	multicystic intraosseous ameloblastoma
WD	Q6839570	Micrographia	Abnormally small, cramped handwriting as a clinical sign; Micrographia
WD	Q1051355	conversion disorder	CD; Conversion Hysterical Neurosis; Conversion hysteria or reaction; Hysterical neurosis, conversion type; conversion disorder; physical illness or symptoms caused by serious emotional stress; somatoform disorder
WD	Q2735540	sexual addiction	proposed compulsive sexual disorder; sex addiction; sexual addiction
WD	Q30747914	Familial primary erythromelalgia	Familial primary erythromelalgia; Inherited erythromelalgia
WD	Q2893521	Graphotherapy	Graphotherapy
WD	Q12719169	Tufse	Synonymous with fear; Tufse
WD	Q4713937	Aldolase A deficiency	Aldoa Deficiency; Aldolase A deficiency; Aldolase Deficiency, Red Cell; Aldolase a Deficiency; GLYCOGEN STORAGE DISEASE XII; GSD due to aldolase A deficiency; GSD type 12; GSD type XII; GSD12; Glycogen Storage Disease type 12; Glycogen storage disease type XII; Glycogenosis due to aldolase A deficiency; Glycogenosis type 12; Glycogenosis type XII; Gsd 12; Red Cell Aldolase Deficiency; medical condition
WD	Q424247	acute intermittent porphyria	AIP; AIP - acute intermittent porphyria; acute intermittent porphyria; human disease; porphyria intermittent acute; pyrroloporphyria
WD	Q1202906	phantom pain	medical condition; phantom pain
WD	Q4173417	otosalpingitis	Eustachian salpingitis; Eustachian salpingitis (disorder); Eustachian salpingitis, unspecified; Eustachian tube salpingitis; Eustachian tube salpingitis (disorder); Eustachian tube salpingitis NOS (disorder); Unspecified eustachian tube salpingitis (disorder); eustachian tube disorder which involves inflammation of the mucous membrane of the cartilagenous portion of the eustachian tube caused by acute nasopharyngitis, infection from some pathogenic microbes or trauma of the tube; eustachitis; otosalpingitis; pharyngotympanic tube inflammation; pharyngotympanic tubeitis
WD	Q3800816	Intussusceptive angiogenesis	Intussusceptive angiogenesis; type of angiogenesis
WD	Q18019198	ESHAP	ESHAP; chemotherapy acronym
WD	Q12382516	evolutionary aphasia	evolutionary aphasia
WD	Q6094956	intraperitoneal chemotherapy	IP chemotherapy; administration of antineoplastic chemotherapy in the peritoneal cavity; intraperitoneal chemotherapy
WD	Q16070735	arterial pulmonary hypertension	Pulmonary Arterial Hypertension; Pulmonary arterial hypertension; arterial pulmonary hypertension; health problem; pulmonary arterial hypertension
WD	Q25324276	chest pain in children	chest pain in children; medical condition
WD	Q67146958	partial circumcision	A circumcision where only the tip of the foreskin is incised and not the entire foreskin.; DD; partial circumcision
WD	Q5065339	cervical lymphadenopathy	cervical lymphadenopathy; symptom
WD	Q30913829	Chromosome No. 1 syndrome	Chromosome No. 1 syndrome
WD	Q28024490	autosomal recessive congenital ichthyosis 1	ARCI1; BSI; autosomal recessive congenital ichthyosis 1; autosomal recessive congenital ichthyosis characterized by lamellar ichthyosis, ectropion, eclabium and hyperkeratosis that has material basis in homozygous or compound heterozygous mutation in the TGM1 gene on chromosome 14q11.2; bathing suit ichthyosis
WD	Q1620196	brain metastasis	A brain metastasis is a cancer that has metastasized (spread) to the brain from another location in the body and is therefore considered a secondary brain tumor.; Brain metastases; Brain metastasis; brain metastasis; metastatic malignant neoplasm to brain; metastatic neoplasm to the Brain; obsolete metastatic malignant neoplasm to brain; secondary malignant neoplasm of brain (disorder)
WD	Q18928521	congenital anosmia	ANIC; Anosmia, Congenital; Human disease; congenital anosmia; obsolete congenital anosmia
WD	Q1243161	kidney duplication	double kidney; kidney duplication
WD	Q763842	Thought Field Therapy	TFT; Thought Field Therapy; pseudoscientific fringe psychological treatment involving tapping with the fingers at meridian points on the upper body and hands
WD	Q8057818	Young's operation	Young's operation; medical intervention
WD	Q14565216	daisy rust	daisy rust
WD	Q2650595	alopecia X	alopecia X; black skin disease; genetic disease of dogs resulting in hair loss
WD	Q4072248	atremia	atremia
WD	Q29982019	Hemivertebra	Hemivertebra
WD	Q1192530	acute liver failure	Acute hepatic failure; Fulminant hepatic failure; acute fulminant hepatic failure; acute liver failure; liver failure, acute; rapid deterioration of liver function causing encephalopathy and coagulopathy
WD	Q23807889	financial domination	financial domination; findom; sexual fetish involving transfer of money
WD	Q6942549	musical hallucination	musical hallucination; neurological disorder
WD	Q1537070	Postictal  twilight state	Postictal  twilight state; twilight state; twilight state of consciousness
WD	Q65091595	yoga as exercise	physical activity consisting mainly of yoga poses; yoga as exercise
WD	Q1347256	excessive tearing	(lacrimal disorder NOS) or (epiphora); Excessive tearing; epiphora; epiphora NOS (disorder); epiphora, unspecified as to cause; excessive tear production; excessive tear production (disorder); excessive tearing; has watering eyes; has watering eyes (finding); overflow of tears onto the face; watering eye
WD	Q1266905	Breakthrough bleeding	Breakthrough bleeding; of the menstrual period
WD	Q1439731	pain wind-up	pain wind-up; perceived increase in pain intensity over time when a given stimulus is delivered repeatedly above a critical rate
WD	Q239342	enzymopathy	enzymopathy
WD	Q3641768	globus pharyngis	globus; globus hystericus; globus pharyngis; globus sensation; persistent but painless sensation of having a pill, food bolus, or some other sort of obstruction in the throat when there is none
WD	Q6759035	marfanoid	human disease; marfanoid; marfanoid habitus; marfanoid syndrome
WD	Q56014502	uterine cervix neoplasm	Cervical Tumor; Cervix Neoplasm; Cervix Tumor; Cervix Uteri Neoplasm; Cervix Uteri Tumor; Neoplasm of Cervix; Neoplasm of Cervix Uteri; Neoplasm of the Cervix; Neoplasm of the Cervix Uteri; Neoplasm of the Uterine Cervix; Tumor of Cervix; Tumor of Cervix Uteri; Tumor of Uterine Cervix; Tumor of the Cervix; Tumor of the Uterine Cervix; Uterine Cervical Neoplasms; Uterine Cervix Tumor; cervical neoplasm; cervical neoplasms; neoplasm (disease) that involves the uterine cervix; neoplasm of uterine cervix; uterine cervical neoplasm; uterine cervix neoplasm; uterine cervix neoplasm (disease)
